account_id,loan_amount,interest_rate,credit_score,payment_history,balance,region,last_transaction_amount,age,income,account_type,is_anomaly,ai_explanation
954,95779.05,6.96,551,"[0, 0, 0, 0, 0]",95779.05,Ontario,-639.91,38,161333.25,Mortgage,0,This record falls within expected operational limits.
955,54865.59,6.15,572,"[0, 0, 0, 1, 0]",53865.59,Quebec,292.19,22,58085.14,Mortgage,0,This record falls within expected operational limits.
956,86068.21,3.99,615,"[0, 1, 0, 0, 0]",85068.21,Quebec,1986.1,50,27342.4,Personal,0,This record falls within expected operational limits.
957,22110.13,6.48,654,"[0, 0, 0, 1, 0]",21110.13,Ontario,-558.73,32,38810.19,Mortgage,0,This record falls within expected operational limits.
958,33742.52,7.06,724,"[0, 0, 0, 0, 1]",32742.52,Manitoba,1644.76,66,156168.88,Personal,0,This record falls within expected operational limits.
959,42011.72,7.19,587,"[0, 0, 0, 0, 0]",42011.72,Quebec,2530.29,21,70060.94,Business,0,This record falls within expected operational limits.
960,43187.8,5.41,662,"[0, 0, 0, 0, 0]",43187.8,Quebec,1934.56,59,56266.28,Personal,0,This record falls within expected operational limits.
961,55259.45,4.24,684,"[0, 1, 0, 0, 1]",53259.45,Alberta,3913.09,62,109397.7,Business,0,This record falls within expected operational limits.
962,112762.65,6.19,768,"[0, 0, 0, 1, 0]",111762.65,British Columbia,1975.13,45,50682.07,Mortgage,0,This record falls within expected operational limits.
963,121996.17,5.86,726,"[1, 0, 0, 0, 0]",120996.17,British Columbia,3005.35,67,81251.31,Personal,0,This record falls within expected operational limits.
964,36133.26,8.18,661,"[0, 0, 0, 0, 0]",36133.26,Alberta,2608.14,63,110886.17,Business,0,This record falls within expected operational limits.
965,109982.47,6.63,523,"[0, 0, 0, 0, 0]",109982.47,Alberta,694.56,70,80322.91,Personal,0,This record falls within expected operational limits.
966,114244.04,5.45,638,"[0, 0, 0, 0, 0]",114244.04,British Columbia,-722.56,31,111379.17,Business,0,This record falls within expected operational limits.
967,119837.93,5.78,924,"[0, 1, 1, 0, 0]",117837.93,Manitoba,4625.05,70,104307.65,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
968,116113.64,2.98,642,"[0, 0, 0, 0, 0]",116113.64,Ontario,-474.12,38,110283.73,Mortgage,0,This record falls within expected operational limits.
969,34149.63,6.47,731,"[1, 0, 0, 0, 0]",33149.63,British Columbia,5742.65,31,72479.26,Business,0,This record falls within expected operational limits.
970,-28161.73,5.77,658,"[0, 0, 1, 0, 0]",-29161.73,Manitoba,-2077.94,60,37368.17,Business,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
971,77737.32,5.69,496,"[0, 0, 0, 0, 0]",77737.32,Ontario,3518.4,46,90920.63,Mortgage,0,This record falls within expected operational limits.
972,40184.26,6.92,741,"[0, 0, 0, 0, 0]",40184.26,Quebec,2458.06,21,44191.2,Mortgage,0,This record falls within expected operational limits.
973,141057.52,4.05,546,"[0, 0, 0, 1, 1]",139057.52,Ontario,-476.86,21,56669.39,Personal,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
974,4292.53,8.94,639,"[0, 1, 0, 1, 0]",2292.53,British Columbia,-473.88,68,70568.93,Mortgage,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
975,20935.45,6.99,614,"[0, 0, 1, 0, 0]",19935.45,Manitoba,1022.81,57,45680.19,Personal,0,This record falls within expected operational limits.
976,57043.44,4.94,614,"[0, 0, 0, 0, 0]",57043.44,Manitoba,-1189.83,25,95731.36,Personal,0,This record falls within expected operational limits.
977,91657.13,5.13,715,"[0, 0, 0, 0, 0]",91657.13,Manitoba,1158.77,22,42919.15,Mortgage,0,This record falls within expected operational limits.
978,38943.22,4.41,553,"[0, 0, 0, 0, 0]",38943.22,Alberta,2498.33,57,62542.67,Mortgage,0,This record falls within expected operational limits.
979,51954.06,6.49,544,"[1, 0, 0, 0, 0]",50954.06,Ontario,2000.88,55,33983.45,Personal,0,This record falls within expected operational limits.
980,42650.79,6.64,707,"[0, 0, 0, 0, 0]",42650.79,Quebec,3153.41,68,50050.37,Personal,0,This record falls within expected operational limits.
981,129996.44,5.54,645,"[0, 0, 0, 0, 0]",129996.44,Alberta,13.84,25,115094.45,Mortgage,0,This record falls within expected operational limits.
982,33989.02,4.96,528,"[0, 0, 0, 0, 0]",33989.02,Manitoba,388.02,39,69889.06,Business,0,This record falls within expected operational limits.
983,101330.74,6.2,636,"[0, 0, 0, 0, 0]",101330.74,Alberta,3893.81,53,82968.19,Mortgage,0,This record falls within expected operational limits.
984,29050.42,3.87,671,"[0, 1, 0, 0, 1]",27050.42,Manitoba,959.55,47,97783.8,Business,0,This record falls within expected operational limits.
985,109040.9,7.79,645,"[0, 0, 0, 0, 0]",109040.9,British Columbia,3253.2,28,98191.39,Personal,0,This record falls within expected operational limits.
986,49073.85,8.75,659,"[0, 0, 0, 0, 0]",49073.85,Ontario,4047.48,33,86428.13,Personal,0,This record falls within expected operational limits.
987,146568.51,5.47,679,"[0, 1, 0, 0, 0]",145568.51,Ontario,3105.07,21,77130.1,Personal,0,This record falls within expected operational limits.
988,69009.79,5.71,583,"[0, 0, 0, 0, 0]",69009.79,Ontario,2612.3,39,93453.55,Business,0,This record falls within expected operational limits.
989,50552.18,6.98,517,"[0, 0, 0, 0, 0]",50552.18,Alberta,2603.19,24,131424.65,Mortgage,0,This record falls within expected operational limits.
990,163807.8,4.02,586,"[0, 1, 0, 0, 0]",162807.8,Quebec,-207.81,62,80220.99,Business,1,"This record shows an unusually high value compared to normal behavior. It exceeds typical operational ranges and falls beyond established thresholds, indicating a potential data integrity or risk concern."
991,30943.27,4.74,568,"[0, 0, 0, 0, 0]",30943.27,Ontario,2143.37,49,29748.51,Mortgage,0,This record falls within expected operational limits.
992,84910.54,5.87,625,"[0, 0, 0, 0, 1]",83910.54,Quebec,2128.12,34,112047.72,Business,0,This record falls within expected operational limits.
993,108114.85,2.78,671,"[0, 0, 0, 0, 0]",108114.85,Quebec,2507.73,68,28246.44,Business,0,This record falls within expected operational limits.
994,86093.76,7.15,526,"[0, 0, 0, 0, 1]",85093.76,Manitoba,3322.58,33,88108.72,Mortgage,0,This record falls within expected operational limits.
995,103946.85,7.49,657,"[0, 0, 0, 0, 0]",103946.85,Alberta,2188.43,51,114300.62,Mortgage,0,This record falls within expected operational limits.
996,101489.55,4.35,659,"[0, 0, 0, 0, 0]",101489.55,Manitoba,873.85,54,128878.61,Business,0,This record falls within expected operational limits.
997,63759.92,5.79,682,"[0, 0, 1, 0, 1]",61759.92,Ontario,1720.37,66,66529.96,Personal,0,This record falls within expected operational limits.
998,79258.15,5.81,635,"[0, 0, 0, 0, 0]",79258.15,British Columbia,924.16,41,105836.36,Mortgage,0,This record falls within expected operational limits.
999,58115.21,8.59,747,"[0, 0, 0, 0, 0]",58115.21,Alberta,3345.88,46,59805.17,Mortgage,0,This record falls within expected operational limits.
1000,80242.9,2.7,775,"[0, 0, 0, 0, 0]",80242.9,Quebec,2754.07,49,50867.96,Personal,0,This record falls within expected operational limits.
